"STATE","OFFENSE","AdultBlack","AdultWhite","JuvenileBlack","JuvenileWhite","JuvenileFemale","JuvenileMale"
"Virginia","Fraud",205,45,4,0,2,2
"Virginia","Vandalism",108,47,35,5,9,31
"Virginia","Weapons",156,20,13,0,6,7
"Virginia","DUI",66,136,0,0,0,0
"Virginia","All other non-traffic offenses",3935,934,74,4,18,61
"Virginia","Murder and manslaughter",55,3,0,0,0,0
"Virginia","Aggravated assault",301,67,18,0,3,15
"Virginia","Motor vehicle theft",110,10,28,0,0,28
"Virginia","Total Drug Violations",1707,264,83,3,5,81
"Virginia","Possession (subtotal)",1355,239,69,2,5,66
"Virginia","Possession-Marijuana",244,47,33,1,3,31
"Virginia","Drunkenness",313,321,3,1,0,4
"Virginia","Disorderly conduct",93,51,83,2,32,53
"Virginia","Larceny",444,126,73,10,31,52
"Virginia","Other assaults",1158,246,313,9,106,216
"Virginia","Family offenses",187,10,0,0,0,0
"Virginia","Possession-Opiates",820,128,19,0,0,19
"Virginia","Sale (subtotal)",302,16,12,1,0,13
"Virginia","Sale-Opiates",205,8,8,0,0,8
"Virginia","Sale-Marijuana",28,4,2,0,0,2
"Virginia","Liquor",14,19,1,1,0,2
"Virginia","Rape",14,1,0,0,0,0
"Virginia","Robbery",162,17,7,0,1,6
"Virginia","Burglary",118,30,31,0,1,30
"Virginia","Forgery and counterfeiting",44,13,1,0,1,0
"Virginia","Embezzlement",11,5,0,0,0,0
"Virginia","Stolen property",26,2,1,0,0,1
"Virginia","Prostitution",71,37,0,0,0,0
"Virginia","Sex offenses",30,8,7,0,1,6
"Virginia","Possession-Synthetic narcotics",9,2,0,0,0,0
"Virginia","Possession-Other drugs",282,62,17,1,2,16
"Virginia","Arson",4,1,3,1,0,4
"Virginia","Sale-Synthetic narcotics",5,0,0,0,0,0
"Virginia","Sale-Other drugs",64,4,2,1,0,3
"Virginia","Curfew and Loitering",0,0,26,1,9,18
"Virginia","Gambling (total)",0,0,1,0,1,0
"Virginia","Runaways",0,0,1,0,0,1
