"STATE","OFFENSE","AdultBlack","AdultWhite","JuvenileBlack","JuvenileWhite","JuvenileFemale","JuvenileMale"
"Wisconsin","Murder and manslaughter",81,13,9,2,1,10
"Wisconsin","Manslaughter by negligence",1,1,0,0,0,0
"Wisconsin","Rape",93,28,48,11,0,61
"Wisconsin","Robbery",318,60,246,26,20,253
"Wisconsin","Aggravated assault",473,124,117,21,31,110
"Wisconsin","Burglary",193,81,171,24,9,186
"Wisconsin","Larceny",459,183,95,32,10,120
"Wisconsin","Motor vehicle theft",240,50,345,68,23,396
"Wisconsin","Other assaults",1454,547,206,34,80,163
"Wisconsin","Arson",14,6,18,6,1,23
"Wisconsin","Forgery and counterfeiting",94,25,3,0,0,4
"Wisconsin","Fraud",50,44,5,3,3,5
"Wisconsin","Vandalism",144,93,122,35,10,147
"Wisconsin","Weapons",459,90,170,47,26,203
"Wisconsin","Prostitution",227,277,8,2,5,5
"Wisconsin","Sex offenses",59,19,71,14,6,79
"Wisconsin","Total Drug Violations",2546,628,363,96,22,439
"Wisconsin","Sale (subtotal)",1067,215,127,25,5,148
"Wisconsin","Sale-Opiates",747,109,77,10,3,84
"Wisconsin","Sale-Marijuana",257,81,48,11,2,57
"Wisconsin","Sale-Other drugs",61,18,2,1,0,3
"Wisconsin","Possession (subtotal)",1454,408,234,71,17,289
"Wisconsin","Possession-Opiates",695,183,74,16,8,82
"Wisconsin","Possession-Marijuana",694,191,145,50,6,190
"Wisconsin","Possession-Synthetic narcotics",7,4,3,1,2,2
"Wisconsin","Possession-Other drugs",58,30,12,4,1,15
"Wisconsin","Family offenses",88,51,3,1,2,2
"Wisconsin","DUI",356,1051,3,7,1,10
"Wisconsin","Liquor",1009,1739,38,76,35,80
"Wisconsin","Disorderly conduct",3898,2260,3032,458,1440,2108
"Wisconsin","Vagrancy",1974,1011,0,0,0,0
"Wisconsin","All other non-traffic offenses",10990,6501,4135,1171,1588,3906
"Wisconsin","Curfew and Loitering",0,0,1460,537,480,1549
"Wisconsin","Runaways",0,0,533,182,388,340
"Wisconsin","Stolen property",11,6,5,1,0,6
"Wisconsin","Embezzlement",0,3,1,0,0,1
"Wisconsin","Sale-Synthetic narcotics",2,7,0,3,0,4
