#{"white_adult"=>86.11700262576909, "white_juvenile"=>10.498900280166085, "black_adult"=>267.6166983038206, "black_juvenile"=>70.0618880010676, "male_juvenile"=>23.33128300846289, "female_juvenile"=>12.793251366067256}
Year,White Adult,Black Adult,White Juvenile,Black Juvenile,Male Juvenile,Female Juvenile
2005,115.0692954791177,335.5424204430115,14.345978473277707,74.69422053468612,29.347329051808273,16.025417705996293
2006,91.16808571427204,266.83925454767297,13.894777345099953,107.34463276836158,34.4113508298666,15.651085141903172
2007,89.49515044590817,273.3598409542744,10.958738460259458,66.15397337302572,24.426774315889617,11.696630682326392
2008,79.60101335876078,282.9410781941353,9.404825051444393,83.8353101906477,22.24432115565791,14.464901948628935
2009,90.74649764378734,299.89353515974994,6.467677780292985,45.13526474653728,13.072709163346614,10.449593772042112
2010,75.01091318994845,228.89388438554536,8.905029793132286,53.314377110360766,19.28653135058924,9.175671765046337
2011,64.06559148420445,199.55907894278477,9.602741952163571,60.7621307253841,20.551816266762575,12.031040083415212
