"STATE","OFFENSE","AdultBlack","AdultWhite","JuvenileBlack","JuvenileWhite","JuvenileFemale","JuvenileMale"
"Rhode Island","",0,0,0,0,0,0
"Rhode Island","Murder and manslaughter",1,3,1,0,0,2
"Rhode Island","Robbery",6,6,1,4,0,5
"Rhode Island","Aggravated assault",8,15,4,1,1,5
"Rhode Island","Burglary",6,10,4,1,0,5
"Rhode Island","Larceny",20,44,6,5,8,5
"Rhode Island","Motor vehicle theft",1,1,1,3,0,4
"Rhode Island","Other assaults",60,96,22,26,17,34
"Rhode Island","Forgery and counterfeiting",3,14,0,0,0,0
"Rhode Island","Fraud",6,13,0,0,0,0
"Rhode Island","Stolen property",1,14,4,1,0,5
"Rhode Island","Vandalism",13,25,8,16,0,24
"Rhode Island","Weapons",10,10,18,10,7,27
"Rhode Island","Prostitution",26,52,0,0,0,0
"Rhode Island","Total Drug Violations",362,500,20,20,3,40
"Rhode Island","Sale (subtotal)",79,124,4,1,0,5
"Rhode Island","Sale-Opiates",64,98,1,1,0,2
"Rhode Island","Sale-Marijuana",14,23,3,0,0,3
"Rhode Island","Sale-Other drugs",1,3,0,0,0,0
"Rhode Island","Possession (subtotal)",282,376,16,19,3,35
"Rhode Island","Possession-Opiates",119,197,3,3,0,7
"Rhode Island","Possession-Marijuana",154,164,13,15,3,27
"Rhode Island","Gambling (total)",1,1,0,0,0,0
"Rhode Island","Liquor",5,36,1,2,2,2
"Rhode Island","Disorderly conduct",42,63,63,62,58,73
"Rhode Island","All other non-traffic offenses",313,380,8,5,2,11
"Rhode Island","Possession-Other drugs",8,14,0,0,0,0
"Rhode Island","Possession-Synthetic narcotics",1,1,0,1,0,1
"Rhode Island","Arson",1,1,0,0,0,0
"Rhode Island","Sex offenses",1,0,1,1,0,2
"Rhode Island","Embezzlement",0,1,0,0,0,0
