"STATE","OFFENSE","AdultBlack","AdultWhite","JuvenileBlack","JuvenileWhite","JuvenileFemale","JuvenileMale"
"Missouri","Unclassified Arrest",0,0,0,0,0,0
"Missouri","Murder and manslaughter",91,8,17,0,0,17
"Missouri","Manslaughter by negligence",1,0,0,0,0,0
"Missouri","Rape",64,21,9,0,0,9
"Missouri","Robbery",511,47,135,4,3,136
"Missouri","Aggravated assault",1095,173,143,11,20,134
"Missouri","Burglary",798,188,144,15,10,149
"Missouri","Larceny",1550,564,295,36,78,253
"Missouri","Motor vehicle theft",98,16,53,1,2,52
"Missouri","Other assaults",1807,378,358,12,145,225
"Missouri","Arson",20,7,6,3,1,8
"Missouri","Forgery and counterfeiting",145,40,1,1,0,2
"Missouri","Fraud",128,45,3,1,2,2
"Missouri","Stolen property",553,74,186,4,14,176
"Missouri","Vandalism",566,144,79,7,13,73
"Missouri","Weapons",704,62,56,1,4,53
"Missouri","Prostitution",8,13,0,0,0,0
"Missouri","Sex offenses",99,26,24,3,3,24
"Missouri","Total Drug Violations",2057,789,169,13,13,170
"Missouri","Sale (subtotal)",359,16,11,0,1,10
"Missouri","Sale-Marijuana",16,0,1,0,0,1
"Missouri","Sale-Other drugs",343,16,10,0,1,9
"Missouri","Possession (subtotal)",1698,773,158,13,12,160
"Missouri","Possession-Marijuana",73,4,8,0,0,8
"Missouri","Possession-Other drugs",1625,769,150,13,12,152
"Missouri","Gambling (total)",6,0,2,0,0,2
"Missouri","All other gambling",6,0,2,0,0,2
"Missouri","Family offenses",140,63,0,0,0,0
"Missouri","DUI",129,245,1,0,0,1
"Missouri","Liquor",179,110,2,5,2,5
"Missouri","Disorderly conduct",1761,733,144,13,52,105
"Missouri","Vagrancy",38,16,0,0,0,0
"Missouri","All other non-traffic offenses",4124,1194,247,28,47,228
