"STATE","OFFENSE","AdultBlack","AdultWhite","JuvenileBlack","JuvenileWhite","JuvenileFemale","JuvenileMale"
"West Virginia","",0,0,0,0,0,0
"West Virginia","Burglary",64,706,7,99,12,95
"West Virginia","Larceny",328,3615,83,540,310,322
"West Virginia","Other assaults",770,6426,101,407,186,329
"West Virginia","Vandalism",74,829,21,173,23,174
"West Virginia","Weapons",95,300,19,26,2,43
"West Virginia","Total Drug Violations",1112,4582,81,286,80,288
"West Virginia","Possession (subtotal)",700,3525,66,262,68,261
"West Virginia","Possession-Marijuana",364,2313,33,204,44,194
"West Virginia","DUI",277,6713,2,46,15,34
"West Virginia","Liquor",111,1716,12,216,79,151
"West Virginia","Drunkenness",488,3943,3,24,8,19
"West Virginia","All other non-traffic offenses",2003,12325,73,545,145,480
"West Virginia","Motor vehicle theft",34,285,10,43,8,46
"West Virginia","Forgery and counterfeiting",39,514,1,12,2,11
"West Virginia","Stolen property",64,329,9,22,3,28
"West Virginia","Aggravated assault",158,1203,17,63,8,72
"West Virginia","Fraud",113,1389,2,10,7,5
"West Virginia","Sex offenses",11,168,1,11,0,12
"West Virginia","Possession-Opiates",285,492,30,16,11,35
"West Virginia","Murder and manslaughter",8,47,0,2,0,2
"West Virginia","Embezzlement",3,102,1,6,3,4
"West Virginia","Robbery",55,140,14,10,2,22
"West Virginia","Possession-Other drugs",30,406,2,19,7,14
"West Virginia","Sale (subtotal)",397,977,15,24,12,27
"West Virginia","Sale-Marijuana",55,328,2,14,6,10
"West Virginia","Arson",2,37,0,6,0,6
"West Virginia","Sale-Opiates",323,322,12,4,2,14
"West Virginia","Sale-Synthetic narcotics",12,134,0,1,1,0
"West Virginia","Rape",2,48,0,4,1,3
"West Virginia","Sale-Other drugs",7,193,1,5,3,3
"West Virginia","Possession-Synthetic narcotics",21,314,1,23,6,18
"West Virginia","Family offenses",6,122,0,0,0,0
"West Virginia","Runaways",0,0,3,69,33,39
"West Virginia","Disorderly conduct",185,944,10,33,17,26
"West Virginia","Prostitution",22,143,0,0,0,0
"West Virginia","Gambling (total)",1,2,0,0,0,0
"West Virginia","Curfew and Loitering",0,0,12,51,13,51
"West Virginia","Vagrancy",2,38,0,0,0,0
