"STATE","OFFENSE","AdultBlack","AdultWhite","JuvenileBlack","JuvenileWhite","JuvenileFemale","JuvenileMale"
"New Mexico","Aggravated assault",154,2157,16,352,94,334
"New Mexico","Burglary",58,701,11,247,32,255
"New Mexico","Larceny",195,3135,76,1189,556,869
"New Mexico","Other assaults",392,4828,84,1251,510,946
"New Mexico","Stolen property",49,666,8,110,21,106
"New Mexico","Weapons",48,403,11,287,37,288
"New Mexico","Total Drug Violations",465,5174,43,1212,286,1106
"New Mexico","Sale (subtotal)",240,1898,8,196,46,172
"New Mexico","Sale-Opiates",135,1168,3,109,23,94
"New Mexico","Sale-Marijuana",20,193,0,38,10,34
"New Mexico","Sale-Synthetic narcotics",77,493,5,39,7,37
"New Mexico","Possession (subtotal)",216,2771,24,913,204,804
"New Mexico","Possession-Synthetic narcotics",56,464,0,48,12,38
"New Mexico","Family offenses",21,593,1,2,2,1
"New Mexico","DUI",390,8997,1,167,54,160
"New Mexico","Liquor",201,2022,43,877,337,716
"New Mexico","Disorderly conduct",127,1669,36,842,348,577
"New Mexico","All other non-traffic offenses",2145,27262,140,2089,776,1827
"New Mexico","Robbery",23,304,6,52,8,64
"New Mexico","Motor vehicle theft",14,295,2,107,35,85
"New Mexico","Vandalism",17,382,18,478,75,445
"New Mexico","Possession-Marijuana",126,1833,24,813,181,720
"New Mexico","Forgery and counterfeiting",16,268,1,12,5,8
"New Mexico","Sex offenses",3,125,0,22,3,20
"New Mexico","Fraud",45,433,4,36,14,28
"New Mexico","Rape",5,104,1,19,0,21
"New Mexico","Arson",0,29,5,16,6,16
"New Mexico","Murder and manslaughter",5,60,0,10,1,12
"New Mexico","Embezzlement",6,139,1,19,10,10
"New Mexico","Prostitution",31,295,0,4,2,3
"New Mexico","Sale-Other drugs",8,44,0,10,6,7
"New Mexico","Possession-Opiates",26,189,0,17,5,14
"New Mexico","Manslaughter by negligence",0,2,0,0,0,0
"New Mexico","Possession-Other drugs",8,285,0,35,6,32
"New Mexico","",0,0,0,0,0,0
"New Mexico","Vagrancy",0,8,0,2,0,2
"New Mexico","Suspicion",0,33,0,5,0,5
"New Mexico","Drunkenness",1,421,0,0,10,3
"New Mexico","Runaways",0,0,27,464,402,244
"New Mexico","Curfew and Loitering",0,0,0,23,5,27
"New Mexico","Gambling (total)",0,0,0,1,0,1
