"STATE","OFFENSE","AdultBlack","AdultWhite","JuvenileBlack","JuvenileWhite","JuvenileFemale","JuvenileMale"
"New Hampshire","Unclassified Arrest",0,0,0,0,0,0
"New Hampshire","Other assaults",278,5146,101,1065,425,753
"New Hampshire","Total Drug Violations",135,3157,21,762,146,647
"New Hampshire","Sale (subtotal)",36,556,4,105,19,90
"New Hampshire","Sale-Marijuana",15,349,1,79,11,69
"New Hampshire","Possession (subtotal)",98,2556,17,645,124,548
"New Hampshire","Possession-Marijuana",69,1883,16,554,102,476
"New Hampshire","Possession-Other drugs",8,250,1,60,13,49
"New Hampshire","DUI",76,4357,1,74,16,59
"New Hampshire","Liquor",82,3518,20,777,309,511
"New Hampshire","Drunkenness",55,3371,6,216,96,130
"New Hampshire","All other non-traffic offenses",535,11787,85,1623,485,1248
"New Hampshire","Larceny",121,2812,57,858,439,488
"New Hampshire","Stolen property",18,546,7,128,24,114
"New Hampshire","Vandalism",39,877,15,364,69,313
"New Hampshire","Sex offenses",3,120,4,38,0,43
"New Hampshire","Vagrancy",4,51,0,0,0,0
"New Hampshire","Curfew and Loitering",0,0,4,13,3,15
"New Hampshire","Disorderly conduct",77,1154,32,230,66,196
"New Hampshire","Possession-Opiates",14,259,0,4,1,3
"New Hampshire","Aggravated assault",37,399,6,70,4,72
"New Hampshire","Possession-Synthetic narcotics",7,164,0,27,8,20
"New Hampshire","Burglary",25,450,2,116,10,109
"New Hampshire","Fraud",18,738,4,24,7,21
"New Hampshire","Motor vehicle theft",4,41,0,23,8,17
"New Hampshire","Runaways",0,0,14,299,158,159
"New Hampshire","Forgery and counterfeiting",14,202,0,3,0,4
"New Hampshire","Weapons",9,93,2,18,1,19
"New Hampshire","Embezzlement",3,37,0,0,0,0
"New Hampshire","Sale-Opiates",14,85,3,1,2,2
"New Hampshire","Family offenses",9,161,1,11,3,9
"New Hampshire","Rape",8,44,0,10,0,10
"New Hampshire","Robbery",12,153,5,23,1,28
"New Hampshire","Sale-Synthetic narcotics",5,50,0,7,2,5
"New Hampshire","Arson",1,17,1,18,1,20
"New Hampshire","Sale-Other drugs",2,72,0,18,4,14
"New Hampshire","Prostitution",1,22,0,0,0,0
"New Hampshire","Gambling (total)",0,5,0,0,0,0
"New Hampshire","Murder and manslaughter",0,5,0,0,0,0
"New Hampshire","Manslaughter by negligence",0,1,0,0,0,0
