"STATE","OFFENSE","AdultBlack","AdultWhite","JuvenileBlack","JuvenileWhite","JuvenileFemale","JuvenileMale"
"Texas","Unclassified Arrest",0,0,0,0,0,0
"Texas","Aggravated assault",5752,14400,779,1881,664,2012
"Texas","Other assaults",23384,66666,6766,15019,7685,14239
"Texas","Fraud",4258,8465,74,239,110,209
"Texas","Weapons",3349,6099,253,943,74,1131
"Texas","Total Drug Violations",35022,86035,2431,13408,2489,13473
"Texas","Possession (subtotal)",31221,76156,2303,12716,2350,12789
"Texas","Possession-Opiates",7395,15161,196,690,160,731
"Texas","Possession-Other drugs",5280,10335,209,1369,305,1285
"Texas","Family offenses",1125,4249,4,42,14,33
"Texas","DUI",7937,84286,26,831,163,706
"Texas","Drunkenness",19674,107269,244,2819,619,2462
"Texas","All other non-traffic offenses",93165,214554,6611,20277,6157,20991
"Texas","Runaways",0,0,2080,8265,5972,4422
"Texas","Possession-Marijuana",17371,44390,1789,10045,1713,10214
"Texas","Possession-Synthetic narcotics",1175,6270,109,612,172,559
"Texas","Larceny",23125,66047,6498,18507,12015,13350
"Texas","Burglary",4009,10758,1155,3613,378,4416
"Texas","Motor vehicle theft",920,2906,245,573,161,663
"Texas","Forgery and counterfeiting",2515,4284,55,103,39,119
"Texas","Vandalism",2239,6330,773,3817,689,3927
"Texas","Sale (subtotal)",3770,9765,128,682,140,673
"Texas","Sale-Synthetic narcotics",1263,5414,21,171,42,152
"Texas","Robbery",2672,3566,653,714,161,1213
"Texas","Sex offenses",700,3013,155,440,44,554
"Texas","Murder and manslaughter",239,473,23,35,4,54
"Texas","Manslaughter by negligence",10,86,0,2,0,2
"Texas","Sale-Opiates",1750,2189,39,75,19,95
"Texas","Sale-Marijuana",393,958,38,237,36,239
"Texas","Gambling (total)",178,391,14,7,1,20
"Texas","All other gambling",143,157,12,6,0,18
"Texas","Rape",374,1243,75,162,3,235
"Texas","Disorderly conduct",6611,11365,7272,12745,7044,13149
"Texas","Curfew and Loitering",0,0,1619,6777,2889,5571
"Texas","Stolen property",174,582,33,123,28,129
"Texas","Arson",102,279,39,147,23,168
"Texas","Sale-Other drugs",364,1204,30,198,43,186
"Texas","Liquor",3748,18047,349,4300,1610,3073
"Texas","Vagrancy",533,863,100,669,227,546
"Texas","Prostitution",3243,4098,58,34,81,11
"Texas","Embezzlement",157,338,7,15,4,18
"Texas","Number and lottery",4,28,0,0,0,0
"Texas","Bookmaking (horse and sports)",3,185,0,1,1,0
