"STATE","OFFENSE","AdultBlack","AdultWhite","JuvenileBlack","JuvenileWhite","JuvenileFemale","JuvenileMale"
"North Dakota","",0,0,0,0,0,0
"North Dakota","Other assaults",121,1063,37,327,157,316
"North Dakota","DUI",90,3956,1,67,24,51
"North Dakota","Liquor",89,4227,20,1232,674,817
"North Dakota","Aggravated assault",18,103,2,20,7,23
"North Dakota","Sex offenses",6,41,4,16,0,23
"North Dakota","All other non-traffic offenses",311,4297,39,945,400,799
"North Dakota","Disorderly conduct",52,750,29,539,225,508
"North Dakota","Larceny",49,702,29,549,239,498
"North Dakota","Vandalism",15,218,5,328,39,347
"North Dakota","Burglary",17,156,4,91,11,118
"North Dakota","Total Drug Violations",95,1297,5,210,53,195
"North Dakota","Possession (subtotal)",63,1047,5,183,43,171
"North Dakota","Possession-Marijuana",44,712,3,167,37,159
"North Dakota","Possession-Other drugs",7,233,1,9,2,8
"North Dakota","Stolen property",8,56,3,30,12,32
"North Dakota","Runaways",0,0,25,505,391,286
"North Dakota","Weapons",5,76,2,34,2,41
"North Dakota","Drunkenness",3,272,0,5,1,6
"North Dakota","Murder and manslaughter",2,4,0,0,0,0
"North Dakota","Curfew and Loitering",0,0,4,203,112,140
"North Dakota","Fraud",49,1055,3,27,15,16
"North Dakota","Possession-Opiates",12,52,1,2,1,2
"North Dakota","Possession-Synthetic narcotics",0,50,0,5,3,2
"North Dakota","Sale (subtotal)",32,239,0,20,9,18
"North Dakota","Sale-Opiates",24,19,0,0,0,0
"North Dakota","Sale-Marijuana",7,77,0,8,5,6
"North Dakota","Sale-Other drugs",1,100,0,10,3,7
"North Dakota","Motor vehicle theft",5,78,0,79,39,60
"North Dakota","Family offenses",8,63,6,100,58,50
"North Dakota","Rape",2,24,2,3,0,5
"North Dakota","Forgery and counterfeiting",8,109,0,10,8,3
"North Dakota","Sale-Synthetic narcotics",0,43,0,2,1,5
"North Dakota","Arson",0,12,1,15,1,16
"North Dakota","Embezzlement",1,20,0,4,2,2
"North Dakota","Robbery",3,12,1,6,0,8
"North Dakota","Prostitution",0,2,0,0,0,0
