"STATE","OFFENSE","AdultBlack","AdultWhite","JuvenileBlack","JuvenileWhite","JuvenileFemale","JuvenileMale"
"North Carolina","",0,0,0,0,0,0
"North Carolina","Aggravated assault",7545,7149,1043,588,391,1268
"North Carolina","Weapons",4270,2787,1007,724,227,1546
"North Carolina","Total Drug Violations",19246,17565,1796,2058,571,3380
"North Carolina","Sale (subtotal)",4234,1788,344,149,55,441
"North Carolina","Sale-Opiates",2562,834,161,33,21,175
"North Carolina","Possession (subtotal)",15012,15777,1452,1909,516,2939
"North Carolina","Possession-Opiates",6443,4538,305,151,62,397
"North Carolina","Possession-Marijuana",7968,9372,1093,1574,392,2363
"North Carolina","Possession-Synthetic narcotics",53,424,2,65,26,42
"North Carolina","Possession-Other drugs",548,1443,52,119,36,137
"North Carolina","DUI",10495,42011,60,589,130,530
"North Carolina","All other non-traffic offenses",69766,69406,4449,3708,1825,6486
"North Carolina","Liquor",3581,11343,205,1589,616,1209
"North Carolina","Sale-Marijuana",1613,710,180,89,26,244
"North Carolina","Other assaults",22322,28673,5365,3289,2931,5935
"North Carolina","Sale-Other drugs",52,178,3,19,5,17
"North Carolina","Sale-Synthetic narcotics",7,66,0,8,3,5
"North Carolina","Rape",328,371,62,32,3,92
"North Carolina","Robbery",2554,1146,721,113,42,807
"North Carolina","Burglary",5724,7940,1664,1556,322,2970
"North Carolina","Larceny",14065,18655,3613,3539,2640,4660
"North Carolina","Motor vehicle theft",630,995,269,156,67,361
"North Carolina","Fraud",12260,16153,227,279,184,326
"North Carolina","Stolen property",3176,2560,686,274,110,853
"North Carolina","Vandalism",3163,3980,1330,1732,481,2642
"North Carolina","Sex offenses",543,937,79,104,8,178
"North Carolina","Family offenses",4386,4053,35,61,28,68
"North Carolina","Disorderly conduct",5735,5769,4155,1650,2061,4225
"North Carolina","Arson",111,175,45,101,20,128
"North Carolina","Prostitution",530,1026,8,11,6,13
"North Carolina","Forgery and counterfeiting",1338,2112,32,35,23,45
"North Carolina","Murder and manslaughter",416,229,45,5,2,49
"North Carolina","Embezzlement",776,1115,43,37,27,54
"North Carolina","Gambling (total)",177,400,6,5,3,10
"North Carolina","Bookmaking (horse and sports)",107,289,6,3,3,7
"North Carolina","All other gambling",63,111,0,2,0,3
"North Carolina","Manslaughter by negligence",18,43,3,5,2,6
"North Carolina","Number and lottery",7,0,0,0,0,0
"North Carolina","Runaways",0,0,788,595,775,649
"North Carolina","Vagrancy",311,176,18,7,5,20
"North Carolina","Curfew and Loitering",0,0,12,9,4,17
