"STATE","OFFENSE","AdultBlack","AdultWhite","JuvenileBlack","JuvenileWhite","JuvenileFemale","JuvenileMale"
"Texas","Aggravated assault",634,441,50,37,34,53
"Texas","Larceny",1920,1826,346,303,295,361
"Texas","Other assaults",1880,1743,253,158,164,249
"Texas","Vandalism",120,144,14,32,11,36
"Texas","Weapons",611,385,29,37,2,64
"Texas","Sex offenses",96,104,15,13,1,27
"Texas","Total Drug Violations",3703,2990,137,196,39,297
"Texas","Possession (subtotal)",3107,2617,105,156,31,232
"Texas","Possession-Opiates",1674,1692,33,43,13,64
"Texas","Possession-Marijuana",1270,649,68,96,15,150
"Texas","Possession-Synthetic narcotics",2,7,1,5,0,6
"Texas","All other non-traffic offenses",10316,5581,250,198,135,317
"Texas","Runaways",0,0,209,176,291,103
"Texas","DUI",454,2954,0,7,2,5
"Texas","Drunkenness",6184,13624,26,169,27,172
"Texas","Vagrancy",4,0,0,0,0,0
"Texas","Robbery",348,212,107,44,18,133
"Texas","Burglary",481,285,107,158,19,247
"Texas","Forgery and counterfeiting",243,120,2,1,1,2
"Texas","Fraud",49,86,1,3,0,4
"Texas","Prostitution",1607,928,38,12,38,17
"Texas","Possession-Other drugs",161,269,3,12,3,12
"Texas","Motor vehicle theft",364,268,46,37,7,76
"Texas","Murder and manslaughter",7,2,1,1,0,2
"Texas","Manslaughter by negligence",4,10,0,2,0,2
"Texas","Rape",38,41,10,10,1,19
"Texas","Arson",8,11,4,4,0,8
"Texas","Sale (subtotal)",596,373,32,40,8,65
"Texas","Sale-Opiates",553,298,12,18,5,25
"Texas","Sale-Marijuana",30,10,18,20,3,36
"Texas","Sale-Other drugs",13,65,2,2,0,4
"Texas","Family offenses",29,36,0,0,0,0
"Texas","Liquor",13,39,2,2,1,3
"Texas","Disorderly conduct",382,249,20,14,11,23
"Texas","Curfew and Loitering",0,0,10,3,5,8
"Texas","Stolen property",7,4,1,2,2,1
"Texas","Gambling (total)",3,1,0,1,0,1
"Texas","All other gambling",2,1,0,1,0,1
"Texas","Bookmaking (horse and sports)",1,0,0,0,0,0
