"STATE","OFFENSE","AdultBlack","AdultWhite","JuvenileBlack","JuvenileWhite","JuvenileFemale","JuvenileMale"
"New York","Murder and manslaughter",40,11,9,1,0,10
"New York","Rape",31,18,1,1,0,2
"New York","Robbery",248,71,117,17,5,129
"New York","Aggravated assault",572,306,77,52,31,98
"New York","Burglary",314,177,80,28,5,103
"New York","Larceny",603,578,66,59,34,92
"New York","Motor vehicle theft",211,111,44,26,5,65
"New York","Other assaults",1041,814,134,56,71,119
"New York","Arson",21,14,3,4,0,7
"New York","Forgery and counterfeiting",56,56,3,2,0,5
"New York","Fraud",256,129,21,4,3,22
"New York","Stolen property",107,95,11,10,4,17
"New York","Vandalism",380,249,68,65,21,113
"New York","Weapons",201,62,41,16,3,54
"New York","Prostitution",36,53,1,2,1,2
"New York","Sex offenses",57,66,2,3,1,4
"New York","Total Drug Violations",2922,1526,205,105,24,287
"New York","Sale (subtotal)",111,61,7,6,1,12
"New York","Sale-Opiates",0,1,0,0,0,0
"New York","Sale-Marijuana",52,11,5,1,0,6
"New York","Sale-Other drugs",59,49,2,5,1,6
"New York","Possession (subtotal)",2811,1465,198,99,23,275
"New York","Possession-Opiates",275,104,22,8,2,28
"New York","Possession-Marijuana",1566,463,143,72,15,201
"New York","Possession-Synthetic narcotics",4,0,0,0,0,0
"New York","Possession-Other drugs",966,898,33,19,6,46
"New York","DUI",77,123,0,1,0,1
"New York","Disorderly conduct",131,80,21,5,9,17
"New York","Vagrancy",58,29,2,0,0,2
"New York","All other non-traffic offenses",968,737,77,36,27,86
"New York","Manslaughter by negligence",1,2,0,0,0,0
"New York","Gambling (total)",7,0,1,0,0,1
"New York","All other gambling",7,0,1,0,0,1
"New York","Family offenses",5,6,0,0,0,0
"New York","Liquor",0,2,0,0,0,0
