"STATE","OFFENSE","AdultBlack","AdultWhite","JuvenileBlack","JuvenileWhite","JuvenileFemale","JuvenileMale"
"Arizona","Murder and manslaughter",16,59,4,7,2,9
"Arizona","Manslaughter by negligence",0,3,0,0,0,0
"Arizona","Rape",3,31,4,1,0,5
"Arizona","Robbery",157,421,89,139,14,219
"Arizona","Aggravated assault",278,1129,46,200,42,216
"Arizona","Burglary",212,1011,85,396,27,467
"Arizona","Larceny",1128,5539,393,1584,906,1147
"Arizona","Motor vehicle theft",110,711,12,183,25,173
"Arizona","Other assaults",836,3229,175,635,299,548
"Arizona","Arson",4,14,0,5,1,4
"Arizona","Forgery and counterfeiting",147,1405,2,11,3,10
"Arizona","Fraud",64,327,2,19,6,15
"Arizona","Embezzlement",8,22,0,2,0,2
"Arizona","Stolen property",43,212,5,17,2,21
"Arizona","Vandalism",273,1256,96,680,99,713
"Arizona","Weapons",247,905,30,127,3,155
"Arizona","Prostitution",330,729,13,9,22,1
"Arizona","Sex offenses",44,244,13,59,4,68
"Arizona","Total Drug Violations",1127,4300,111,647,112,662
"Arizona","Sale (subtotal)",218,915,21,91,11,102
"Arizona","Sale-Opiates",102,432,4,7,2,9
"Arizona","Sale-Marijuana",89,194,15,78,9,85
"Arizona","Sale-Synthetic narcotics",11,105,2,2,0,4
"Arizona","Sale-Other drugs",16,184,0,4,0,4
"Arizona","Possession (subtotal)",909,3385,90,556,101,560
"Arizona","Possession-Opiates",365,1017,5,45,9,41
"Arizona","Possession-Marijuana",477,1629,84,491,86,504
"Arizona","Possession-Synthetic narcotics",4,11,1,0,1,0
"Arizona","Possession-Other drugs",63,728,0,20,5,15
"Arizona","Family offenses",8,26,0,0,0,0
"Arizona","DUI",583,8251,1,155,30,134
"Arizona","Liquor",241,2187,27,559,210,396
"Arizona","Disorderly conduct",293,986,49,150,37,166
"Arizona","Vagrancy",104,680,1,5,1,5
"Arizona","All other non-traffic offenses",3730,13905,64,224,61,238
"Arizona","Curfew and Loitering",0,0,140,1520,658,1030
"Arizona","Runaways",0,0,0,4,3,1
