"STATE","OFFENSE","AdultBlack","AdultWhite","JuvenileBlack","JuvenileWhite","JuvenileFemale","JuvenileMale"
"Pennsylvania","Unclassified Arrest",0,0,0,0,0,0
"Pennsylvania","All other non-traffic offenses",16372,31275,1809,4169,1601,4435
"Pennsylvania","DUI",7022,43730,28,413,99,343
"Pennsylvania","Aggravated assault",6272,7418,1438,1090,789,1749
"Pennsylvania","Other assaults",10824,29153,2620,4353,2415,4585
"Pennsylvania","Stolen property",946,1710,231,263,100,397
"Pennsylvania","Total Drug Violations",20866,29460,1668,3207,720,4207
"Pennsylvania","Sale (subtotal)",8522,8572,559,638,125,1083
"Pennsylvania","Sale-Marijuana",2624,2451,210,283,39,461
"Pennsylvania","Possession (subtotal)",12344,20888,1109,2570,596,3124
"Pennsylvania","Possession-Marijuana",7069,10350,927,2032,444,2549
"Pennsylvania","Liquor",1547,14386,479,4759,2173,3109
"Pennsylvania","Drunkenness",3983,20890,46,272,79,241
"Pennsylvania","Disorderly conduct",10067,29571,4990,8088,4432,8714
"Pennsylvania","Larceny",10619,29940,3358,4979,3389,5045
"Pennsylvania","Motor vehicle theft",869,1264,279,268,67,484
"Pennsylvania","Fraud",1757,5162,63,131,65,130
"Pennsylvania","Sex offenses",437,1575,175,390,51,516
"Pennsylvania","Vandalism",1398,5686,686,2243,426,2520
"Pennsylvania","Possession-Opiates",3911,5588,118,90,26,183
"Pennsylvania","Burglary",2136,6532,547,1053,137,1474
"Pennsylvania","Forgery and counterfeiting",903,1808,40,26,6,60
"Pennsylvania","Embezzlement",150,270,5,25,8,22
"Pennsylvania","Robbery",3103,1898,1279,292,152,1446
"Pennsylvania","Weapons",1923,1219,695,577,280,1006
"Pennsylvania","Family offenses",322,1240,10,43,14,39
"Pennsylvania","Rape",351,457,68,113,0,181
"Pennsylvania","Possession-Other drugs",655,3421,39,322,87,280
"Pennsylvania","Curfew and Loitering",0,0,9117,4540,3420,10436
"Pennsylvania","Runaways",0,0,477,1110,894,706
"Pennsylvania","Sale-Opiates",5115,4497,317,241,59,502
"Pennsylvania","Possession-Synthetic narcotics",709,1529,25,126,39,112
"Pennsylvania","Sale-Other drugs",288,684,18,76,17,77
"Pennsylvania","Vagrancy",624,352,35,64,22,77
"Pennsylvania","Prostitution",844,1051,11,4,7,8
"Pennsylvania","Arson",64,332,52,122,20,157
"Pennsylvania","Sale-Synthetic narcotics",495,940,14,37,9,43
"Pennsylvania","Manslaughter by negligence",9,15,3,3,1,5
"Pennsylvania","Murder and manslaughter",290,132,24,4,3,25
"Pennsylvania","Gambling (total)",79,40,1,6,0,7
"Pennsylvania","All other gambling",52,11,1,6,0,7
"Pennsylvania","Bookmaking (horse and sports)",0,27,0,0,0,0
"Pennsylvania","Number and lottery",27,2,0,0,0,0
