"STATE","OFFENSE","AdultBlack","AdultWhite","JuvenileBlack","JuvenileWhite","JuvenileFemale","JuvenileMale"
"Delaware","Robbery",317,180,101,26,9,119
"Delaware","Aggravated assault",733,702,154,79,58,177
"Delaware","Burglary",224,670,80,86,13,153
"Delaware","Larceny",2203,3058,587,414,457,547
"Delaware","Motor vehicle theft",38,51,18,12,4,27
"Delaware","Other assaults",2957,3289,719,494,477,745
"Delaware","Forgery and counterfeiting",264,303,8,2,4,6
"Delaware","Fraud",903,864,40,20,21,42
"Delaware","Embezzlement",73,111,1,2,2,1
"Delaware","Stolen property",145,143,62,14,12,65
"Delaware","Vandalism",318,412,76,109,23,165
"Delaware","Prostitution",6,18,0,0,0,0
"Delaware","Sex offenses",56,80,23,24,2,45
"Delaware","Total Drug Violations",2544,2134,217,280,68,433
"Delaware","Sale (subtotal)",999,574,63,40,6,98
"Delaware","Sale-Marijuana",299,147,15,20,3,33
"Delaware","Sale-Other drugs",53,116,2,10,3,9
"Delaware","Possession (subtotal)",1541,1556,154,240,62,335
"Delaware","Possession-Marijuana",1087,918,128,204,46,288
"Delaware","Possession-Synthetic narcotics",53,144,2,13,5,10
"Delaware","Possession-Other drugs",67,192,11,21,8,25
"Delaware","DUI",41,200,0,0,0,0
"Delaware","Drunkenness",248,412,3,8,2,9
"Delaware","Disorderly conduct",563,1296,219,93,119,194
"Delaware","Vagrancy",594,540,0,0,0,0
"Delaware","All other non-traffic offenses",2022,2931,241,194,92,346
"Delaware","Curfew and Loitering",0,0,96,12,25,83
"Delaware","Rape",32,54,6,2,0,8
"Delaware","Sale-Opiates",596,197,44,6,0,50
"Delaware","Sale-Synthetic narcotics",51,114,2,4,0,6
"Delaware","Possession-Opiates",334,302,13,2,3,12
"Delaware","Weapons",129,115,45,47,12,80
"Delaware","Liquor",249,1159,28,213,98,144
"Delaware","Murder and manslaughter",22,10,2,0,0,2
"Delaware","Arson",4,20,2,15,0,18
"Delaware","Family offenses",61,104,1,2,1,2
"Delaware","Manslaughter by negligence",0,1,0,0,0,0
"Delaware","Unclassified Arrest",0,0,0,0,0,0
"Delaware","Gambling (total)",4,1,1,0,0,1
